date_time,index,AQI,co,no,no2,o3,so2,nh3,pm2_5,pm10
1666546902,70,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546905,71,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546907,72,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546909,73,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666546913,74,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666546914,75,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666546916,76,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666546918,77,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666546920,78,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546922,79,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546925,80,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546927,81,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546929,82,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546931,83,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546932,84,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546934,85,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546936,86,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546938,87,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546939,88,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546941,89,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546943,90,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666546945,1,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666546946,2,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547418,3,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547419,4,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547421,5,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547423,6,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547425,7,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547426,8,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547428,9,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547430,10,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547432,11,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547433,12,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547435,13,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547437,14,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547438,15,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547440,16,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547442,17,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547444,18,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547445,19,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547447,20,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547449,21,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547450,22,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547452,23,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547454,24,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547457,25,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547458,26,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547460,27,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547462,28,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547464,29,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547465,30,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547467,31,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547469,32,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547471,33,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547473,34,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547474,35,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547476,36,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547478,37,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547480,38,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547481,39,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547483,40,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547485,41,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547487,42,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547488,43,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547490,44,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547492,45,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547494,46,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547495,47,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547497,48,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547499,49,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547500,50,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547502,51,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547504,52,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547506,53,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547507,54,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547509,55,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547511,56,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547513,57,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547514,58,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547516,59,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547518,60,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547519,61,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547521,62,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547523,63,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547525,64,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547526,65,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547528,66,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547530,67,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547532,68,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547533,69,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547535,70,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547537,71,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547538,72,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547540,73,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547542,74,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547543,75,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547545,76,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547547,77,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547549,78,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547550,79,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547552,80,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547554,81,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547556,82,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547557,83,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547559,84,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547561,85,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547563,86,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547564,87,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547566,88,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547568,89,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547570,90,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547571,1,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547573,2,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547418,3,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547419,4,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547421,5,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547423,6,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547425,7,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547426,8,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547428,9,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547430,10,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547432,11,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547433,12,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547435,13,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547437,14,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547438,15,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547440,16,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547442,17,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547444,18,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547445,19,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547447,20,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547449,21,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547450,22,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547452,23,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547454,24,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547457,25,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547458,26,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547460,27,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547462,28,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547464,29,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547465,30,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547467,31,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547469,32,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547471,33,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547473,34,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547474,35,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547476,36,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547478,37,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547480,38,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547481,39,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547483,40,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547485,41,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547487,42,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547488,43,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547490,44,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547492,45,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547494,46,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547495,47,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547497,48,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547499,49,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547500,50,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547502,51,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547504,52,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547506,53,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547507,54,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547509,55,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547511,56,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547513,57,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547514,58,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547516,59,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547518,60,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547519,61,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547521,62,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547523,63,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547525,64,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547526,65,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547528,66,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547530,67,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547532,68,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547533,69,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547535,70,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547537,71,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547538,72,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547540,73,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547542,74,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547543,75,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547545,76,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547547,77,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547549,78,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547550,79,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547552,80,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547554,81,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547556,82,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547557,83,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547559,84,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547561,85,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547563,86,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547564,87,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547566,88,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547568,89,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547570,90,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547571,1,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547573,2,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547418,3,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547419,4,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547421,5,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547423,6,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547425,7,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547426,8,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547428,9,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547430,10,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547432,11,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547433,12,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547435,13,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547437,14,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547438,15,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547440,16,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547442,17,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547444,18,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547445,19,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547447,20,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547449,21,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547450,22,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547452,23,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547454,24,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547457,25,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547458,26,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547460,27,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547462,28,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547464,29,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547465,30,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547467,31,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547469,32,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547471,33,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547473,34,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547474,35,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547476,36,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547478,37,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547480,38,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547481,39,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547483,40,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547485,41,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547487,42,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547488,43,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547490,44,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547492,45,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547494,46,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547495,47,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547497,48,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547499,49,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547500,50,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547502,51,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547504,52,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547506,53,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547507,54,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547509,55,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547511,56,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547513,57,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547514,58,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547516,59,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547518,60,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547519,61,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547521,62,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547523,63,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547525,64,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547526,65,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547528,66,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547530,67,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547532,68,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547533,69,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547535,70,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547537,71,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547538,72,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547540,73,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547542,74,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547543,75,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547545,76,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547547,77,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547549,78,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547550,79,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547552,80,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547554,81,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547556,82,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547557,83,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547559,84,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547561,85,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547563,86,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547564,87,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547566,88,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547568,89,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547570,90,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547571,1,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547573,2,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547418,3,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547419,4,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547421,5,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547423,6,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547425,7,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547426,8,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547428,9,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547430,10,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547432,11,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547433,12,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547435,13,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547437,14,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547438,15,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547440,16,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547442,17,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547444,18,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547445,19,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547447,20,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547449,21,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547450,22,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547452,23,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547454,24,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547457,25,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547458,26,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547460,27,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547462,28,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547464,29,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547465,30,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547467,31,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547469,32,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547471,33,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547473,34,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547474,35,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547476,36,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547478,37,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547480,38,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547481,39,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547483,40,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547485,41,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547487,42,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547488,43,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547490,44,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547492,45,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547494,46,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547495,47,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547497,48,5,8972.17,20.79,293.37,0.01,37.19,82.08,496.04,608.6
1666547499,49,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
1666547500,50,5,15594.48,66.16,372.89,0,51.98,68.9,865.28,962.33
